book_id,publisher,num_pages,publication_day,isbn13,publication_month,edition_information,publication_year
2368454,,,,,,,2007
435133,The Overlook Press,,,9781585671229,,,
852598,University Press of New England,64,1,9781584650454,8,,2000
165081,"Oxford University Press, USA",208,1,9780195112214,4,2nd Edition,1997
6639717,atlyh hnr mHmd slHshwr,150,,,,,1369
821863,Penguin,670,27,9780140150940,8,"Revised Edition, The Viking Portable Library #94",1981
23129746,Wave Books,112,7,9781940696034,4,,2015
30066588,,,,,,,
6728513,Waywiser Press,96,7,9781904130390,11,,2009
30989690,Random House,43,,,,,1969
1071779,"Pumpkin House, Ltd.",32,1,9780964601017,4,,2005
11448209,,92,14,,8,,2009
507858,Faber & Faber,164,1,9780571219940,2,,2005
979662,Fence Books,137,1,9781934200070,11,,2007
6469242,Tupelo Press,64,1,9781932195767,11,,2009
6467538,Atlantis,548,,9788071082637,,,2005
20895470,,119,,,,,
11471561,,,,9780140313338,,,
11471560,Faber and Faber,128,3,9780571114672,8,,1979
10611097,Odeon,61,,,,,1978
21490811,Zhanet 45,48,,9786191860227,3,,2014
23497336,Assirio & Alvim,64,,9789723705768,7,,2000
4017310,,282,15,9781567922585,2,,2008
25109487,Sibling Rivalry Press,114,,9781937420888,3,First Sibling Rivalry Press Edition,2015
1556218,University of California Press,,1,9780520026018,1,,1974
7852594,Starcherone Books,168,15,9780978881191,3,,2010
898682,BOA Editions Ltd.,70,1,9781880238370,9,,1996
11382,W. W. Norton  Company,304,17,9780393311716,8,,1994
23660773,Black Lawrence Press,38,15,9781625579171,11,,2014
34433116,Central Avenue Publishing,224,1,9781771681230,11,,2017
22034246,"izd. ""Ariel""",,,,,,1996
406822,"Little, Brown",,,9780316648639,,,1999
249525,Crossway Books,138,12,9780891077077,12,,1992
25201389,Oxford University Press,50,,,,,1946
9639765,,75,,9781555975845,,,
23569355,Nordik,112,,,,,2005
274753,"Oxford University Press, USA",,1,9780195087468,12,,2013
264169,Dover Publications,56,26,9780486290591,8,,1996
1202032,Publicacoes Dom Quixote,,,9789722017565,,,2000
6114106,Writer's Digest Books,262,20,9781582975573,4,,2009
42038,Bloomsbury Academic,488,21,9781903436578,8,,1997
42039,,,1,9780393976700,12,,2000
15702028,nshr skhn,256,,,,,2012
13181135,"Little, Brown Books for Young Readers",144,3,9780316129473,4,,2012
964664,J.B. Lippincott Company,63,,,,1st,1961
13795923,Mlada fronta,98,,,,Kvety ceske poezie,1951
13320094,,170,,9788071083030,,,2009
17306620,Otava,96,,,,,1970
19197705,,,,,,,
3200590,Candlewick,128,1,9780763621162,3,,2003
22041098,Comares Editorial,149,,9788481516821,,,1998
35276152,Ghost City Press,13,22,,6,,2017
2175141,Ohio State University Press,288,1,9780814202999,1,,1979
13593239,University Of Chicago Press,115,14,9780226244884,9,,2012
22319892,"Farrar, Straus and Giroux",80,9,9781466875463,9,,2014
611666,Penguin Books,96,28,9780143036449,3,,2006
35114674,Penguin,,26,9781846149665,9,,2017
11127688,fSl pnjm,92,,9786005504644,,,2011
33005767,Humanitas,96,,9789735054731,11,,2016
622875,Catedra,111,,9788437600727,,,1982
782427,Pleasure Boat Studio,76,1,9780965141314,1,,1997
310135,New Issues Poetry & Prose,75,1,9780932826688,3,,1999
1853281,Wesleyan,88,1,9780819510402,1,,1968
2218348,,64,,9780974657301,,,
1439206,Totem Press,,,9780870910524,,,1960
6890248,Ecco,160,1,9780061915215,12,,2009
300705,University Alabama Press,368,26,9780817351281,9,,2004
26828988,,,,,,,
6713602,Hsyn khsrwy,390,,,,,1993
12600037,afq llnshr w ltwzy`,272,,,,,2008
9242147,Relogio D'Agua,173,,9789727083220,11,,1996
22350731,,,,,,,
117310,W.W. Norton & Co Inc.,,1,9780393976717,12,,2000
9307770,Scribner,112,9,9781451624205,11,,2010
9756496,dr ladb,69,,,,lTb`@ wl~,1966
8035755,,,,9789026424052,,,
13792331,New Directions,48,26,9780811220422,3,,2013
13792333,New Directions,98,26,9780811220651,12,,2012
36112217,Quarup,192,,9788895166056,,,2007
21948032,Doobie Shemer,41,15,9780991349432,4,ePub,2014
3009499,Crown,288,26,9780609601228,8,,1997
17238280,,99,,,,,
12729496,lhyy'@ l`m@ lqSwr lthqf@,208,,,,,1998
6138655,macmillian press,,,,,,1928
6138657,Roberts Brothers,,,,,,1876
19839691,,,,9781475071566,,,
1284283,,,,9781599480299,,,
7769238,dnyy nw,136,,,,chp dwm,2002
5905133,Amazon Publishing,64,1,9780761453833,3,,2009
28458973,Ta Mere,65,9,9782923553900,2,,2016
382642,W.W. Norton & Co. Inc. (NY/London),281,1,9780393029604,4,1st Edition,1991
22957309,Anhinga Press,86,20,9781934695395,10,,2014
26458169,Tantor Audio,2,21,9781494510510,4,Unabridged,2015
1107045,Turnstone Press,,16,9780888012685,5,,2002
1245021,,,,9781406955446,,,
23168296,,,,9781626863910,,,
8338914,Princeton University Press,78,21,9780691146102,7,,2010
19318934,,,,,,,
816486,Greenwillow Books,40,1,9780688840532,8,,1976
7510578,Canongate Books,283,1,9781847678584,1,,2010
10530505,Zhanet 45,60,,,3,,2004
2762435,,208,,9780868740034,,,
601338,Edimat Libros,192,28,9788497645393,5,,2006
17342451,Alianza Editorial,311,,978842066987,,,2012
16136797,W. W. Norton & Company,80,,9780393346015,4,,2013
17408386,Eridanos,254,,9789603350996,,,2007
6547671,,357,,9780451531421,,,
361562,Tupelo Press,86,1,9780971031081,4,,2003
10264508,dr l`wd@,,,,,lthny@,
238987,HMH Books for Young Readers,40,15,9780152699536,9,,1996
1221912,Wesleyan,112,9,9780819512178,4,,1994
11460147,Faber  Faber,54,2,9780571277940,6,,2011
24843736,Osnovi,152,,9789665003502,,,2014
25924367,Penguin Random House Audio Publishing Group,4,28,9780553397277,8,,2014
18816508,Innsmouth Free Press,170,2,9780991675975,12,,2013
17727860,dr lshrwq,124,,9789770932100,,,2013
18706577,Annick Press,32,9,9781554516421,1,,2014
714124,Jonathan Cape,64,,9780224611039,9,,1966
28425995,The Philosophical Library Inc.,121,,,,,1947
526972,University of Georgia Press,96,8,9780820323428,2,,2002
1198395,O Books,96,1,9780929022048,1,,1989
1198396,Coach House Books,80,19,9781552451267,9,,1999
212148,Yearling Books,272,13,9780440415824,4,,1999
31450777,Graywolf Press,96,11,9781555977788,7,,2017
964047,Ravenna Press,90,1,9780976659372,10,,2007
10390117,Plain View Press,104,1,9781935514800,2,,2011
34381318,Copper Canyon Press,88,10,9781556595240,10,,2017
7633093,,,,,,,
1806370,,,,9780912310268,,,
6865349,,,,9780750228480,,,
9939502,Futurepoem,128,15,9780982279847,2,,2011
6531319,Key Porter Books,70,6,9781552636138,10,,2004
6668742,Wesleyan University Press,96,1,9780819569165,9,,2009
733368,NTC/Contemporary Publishing Company,220,1,9781853264412,1,,1995
1463933,New Rivers Press,116,1,9780898230345,1,,1996
17270368,dr lktb l`lmy@,96,,9782745170415,,,2011
18681307,YesYes Books,40,1,9781936919222,10,,2013
13537125,Breakwater Books,64,24,,2,1st,2012
13450320,Cooper Dillon Books,34,,9780984192861,1,,2012
13591349,Triquarterly,92,31,9780810128590,10,,2012
26210519,Chatto  Windus,96,2,9781784740641,6,,2016
7154215,nshr fq,142,,9789643695750,,,2009
2533892,distributed by Bookslinger,71,,9780918526526,,,1986
437264,Penguin Classics,288,26,9780140423556,4,,1990
13180481,The Easton Press,527,,,,The 100 Greatest Books Ever Written,1977
23112186,WSOY,105,,9789510406373,,,2014
11249766,Steidl Dap,110,2,9783869301563,12,,2010
210740,White Pine Press,128,1,9781893996434,10,,2005
12554069,,61,,,,,
730775,W. W. Norton  Company,201,17,9780393329155,11,,2006
23503503,Goose Lane Editions,430,3,9780864923844,2,,2015
9662108,Wave Books,78,15,9781933517520,3,,2011
13018309,Shambhala,365,22,9781590308943,11,,2011
2293465,"Oxford University Press, USA",606,1,9780199280353,12,,2007
1200423,Nightwood Editions,85,23,9780889712003,3,,2004
18812018,University of Pittsburgh Press,104,27,9780822962977,1,,2014
17612920,Vintage Classics,128,5,9780099528449,9,,2013
551381,Harvard University Press,5,1,9780674995086,1,,1992
1086756,Copper Canyon Press,128,31,9781556590146,12,,1988
3253295,Athenaeum,461,,9789025336783,,,2003
22624411,Createspace Independent Publishing Platform,34,6,9781499382327,5,,2014
6249347,Obelisco,146,1,9788497773621,9,,2007
15793649,"Farrar, Straus and Giroux",320,9,9780374533762,4,,2013
3772631,,,,9780875291024,,,
12906373,SE,112,,9788877106162,,,2004
1304602,Ausable Press,80,1,9781931337366,9,,2007
2230588,Longman Publishing Group,320,1,9780582016835,1,,1990
71642,Beacon Press,,1,9780807068786,11,,2004
71647,Beacon Press,15,1,9780807007006,4,,2006
29357293,Canongate Books,122,7,9781782118541,7,,2016
10110322,House of Anansi Press,112,30,9780887842931,4,,2011
22400275,Black Ocean,128,15,9781939568069,7,First Printing Deluxe Hardcover,2014
36249560,mw'ss@ hndwy llt`lym wlthqf@,150,,,,,
18070772,Jonathan Cape,208,6,9780224097901,2,,2014
22625643,Createspace,96,1,9781499777673,6,,1803
30118,Harpercollins Childrens Books,176,7,9780060513061,10,20th Anniversary Edition with CD,2002
30119,Harpercollins Childrens Books,176,,9780060513030,11,,2002
7105015,SparkNotes,416,25,9781411426962,6,,2009
1671120,WordSong,32,1,9781563970405,10,,1992
201542,Columbia University Press,1392,1,9780231109918,9,,2004
27392659,Platypus Press,68,30,,10,1,2015
27392652,Platypus Press,84,30,9781518720246,10,,2015
15808636,Penguin,752,26,9780143107194,2,Penguin Classics Deluxe Edition,2013
5142939,Bravin Post Lee,8,,,,,2008
7103254,Random House,,9,9781588367808,6,,2009
2268592,Penguin Books,174,,9780140622263,,Penguin Popular Classics,1996
32861288,Penguin,80,2,9780141984865,5,,2017
1824620,The Galom Press,13,,,,,2001
128406,,,,,,,2007
34689309,University of Georgia Press,,15,9780820351193,9,,2017
22896447,Vintage Books,297,,,,,1974
2013948,Penguin Classics,96,3,9780140445077,1,,1989
25064671,,,,,,,
23604944,Graywolf Press,96,2,9781555979058,6,,2015
15809825,Southern Illinois University Press,80,11,9780809332243,3,,2013
15809824,Southern Illinois University Press,80,13,9780809332229,3,,2013
22855469,Robert Ahanes,53,20,9780692229552,10,,2014
7795071,Createspace Independent Publishing Platform,374,18,9781450502023,1,2nd,2010
816830,Harvard University Press,316,30,9780674996052,4,,2003
16128542,Gival Press,102,,,10,,2012
2575740,Publicacoes Dom Quixote,491,,9789722016278,,,1997
22237156,"Farrar, Straus and Giroux",128,13,9780374227128,1,,2015
22237155,"Farrar, Straus and Giroux",80,31,9780374222925,3,,2015
15745637,FutureCycle Press,90,13,9780983998556,6,FutureCycle Press Edition (second),2012
38154,Oxford University Press,656,28,9780192836779,1,Oxford World's Classics,1999
38153,Penguin Classics,800,29,9780140443103,9,,1977
1371429,University Of Chicago Press,120,14,9780226098715,2,,2002
1687384,,,,9788202158743,,,
3131091,New Directions Publishing Corporation,78,1,9780811213820,4,,1998
10652443,Princeton University Press,264,28,9781400838226,10,,2012
13483732,ldr l`rby@ ll`lwm nshrwn  byrwt,77,1,,7,,2009
30990273,Palladium kirjat,80,,,,,2016
677336,Broadview Press Inc,1696,6,9781551118680,3,,2007
9510731,Casa Radio,80,,,,,2005
15803103,Scribner,352,9,9781451658880,4,,2013
25178385,,,,,,,
17687969,Createspace Independent Publishing Platform,88,20,9781482535181,3,,2013
6515497,House of Parlance Media Inc,178,,9780973813166,9,,2008
17729031,Shinji Moon,102,1,9781300631750,4,First Edition,2013
1385756,Philomel,,20,9780399215179,10,,1988
3130242,,,,9780571237937,,,
6261228,New Directions,151,25,9780811218214,2,,2009
13429607,Houghton Mifflin Harcourt,84,28,9780547571607,8,,2012
20465433,Createspace,110,25,9781494801311,12,,2013
9421600,,,,,,,
27738010,,,,,,,
23361450,Coconut Books,114,1,9781938055164,10,,2014
574315,Harper & Brothers,,,,,,1939
3104095,,,,9780972416719,,,
520440,Shambhala,320,10,9781570629754,12,,2002
21466480,Phantom Limb Press,26,,,,Second Edition,2014
19481814,,,,,,,1927
12517430,Write Bloody Publishing,79,1,9781935904502,4,,2012
26153574,University Of Chicago Press,80,1,9780226349398,4,,2016
22211704,Turnstone Press,92,26,9780888015013,9,,2014
22211701,Turnstone Press,112,15,9780888014894,9,,2014
236345,New Directions Publishing Corporation,70,8,9780811216234,7,,2005
29633713,,,,9781941411377,,,
24796147,Holy Cow! Press,144,8,9780986448010,9,,2015
6615741,TarcherPerigee,208,26,9781585426935,12,,2008
2957843,Kingfisher,256,11,9780753401200,2,,1999
1703196,,,,9780852460528,,,
625081,Penguin Classics,,31,9780141186559,1,,2002
791673,Puffin,192,25,9780140312959,10,,1979
791674,HarperTeen,144,18,9780064472647,2,,2003
3395689,Editora 34,232,,9788573261219,,Edicao Bilingue,1998
691209,Doubleday & Company,61,,9780385035422,,,1969
2982528,Louisiana State University Press,70,1,9780807133118,3,,2008
235719,Hackett,68,1,9780872205918,3,,2002
22244928,Graywolf Press,88,3,9781555977047,3,,2015
1130483,William Morrow,496,25,9780060541330,11,,2003
18163525,dr Gryb llTb`@ wlnshr wltwzy`,127,,,,lTb`@ l'wl~,1998
23887164,DIY,85,20,9781291975192,11,2,2015
23887160,Lulu.com,110,2,9781291970791,8,,2014
3380658,,79,,,,,2003
23529486,LSU Press,84,1,9780807159224,3,,2015
11939595,Pustaka Utama Grafiti,149,,9789794444375,,2nd ed.,2008
7168678,NeWest Press,333,15,9781897126615,4,,2010
23353264,Biuro Literackie,74,,,,,2014
18196688,Penguin Books,122,,,,1968,1962
15901554,Grosvenor House Publishing Limited,94,5,9781781485422,7,,2012
1322972,drynwsh,91,,,,,2005
28507071,Main Street Rag,68,,9781599485485,,,2015
16134828,Bloof Books,86,15,9780982658727,12,Trade Paper Original,2012
106873,Vintage,192,18,9780679767992,6,,1996
9649967,,,,,,,
4856772,,94,,,,,2002
6986237,Duckworth Publishing,272,1,9780715637715,6,,2010
22929729,"Farrar, Straus and Giroux",336,4,9780374535414,8,,2015
5343066,Sarabande Books,88,1,9781932511710,4,,2009
13427909,Wave Books,240,3,9781933517599,4,,2012
25276818,Createspace Independent Publishing Platform,94,27,9781508645832,3,,2015
10416684,A. Mondadori,66,1,9788804420828,10,I Miti - Poesia #21,1996
6404824,mwsshy frhngy - hnry mhwr,,,,,,1993
496328,Borealis,60,,9780919594081,,,1972
18528071,BOA Editions Ltd.,208,13,9781938160301,5,,2014
370478,City Lights Publishers,128,1,9780872864313,5,,2004
1428621,Knopf,240,4,9780307267184,3,,2008
358540,Nilgiri Press,294,17,9781586380199,5,2nd edition The Classics of Indian Spirituality,2007
24917012,Inkshares,96,31,9781941758069,5,,2015
788357,Acantilado,112,28,9788495359308,4,El Acantilado #38,2001
25938375,Penguin Classics,416,1,9780141392578,9,,2016
6917725,Nightboat Books,92,1,9780982264522,12,,2009
1371360,Citadel,,1,9780806502748,6,,2000
1322061,City Lights Books,118,1,9780872862364,1,,1989
17367511,Gecko Press,96,1,9781877579479,3,,2013
2953375,University of Nebraska Press,158,1,9780803227514,9,,2002
3085558,HarperCollins Publishers,281,1,9780060100599,1,,1979
704934,New Directions,94,,9780811200868,,,1966
704933,,,,9780811200882,,,
929332,Faber  Faber,160,8,9780571207794,5,,2001
1357157,,47,,9780689103469,,,
3280282,dr lshrwq,155,,,,,2007
16241805,New Directions,112,24,9780811220910,4,,2013
1134576,W W Norton & Co Ltd,62,31,9780393043846,12,,1973
16041612,"Holt, Rinehart and Winston",607,,,,,1969
22384207,Wordsworth Editions,1232,,,,,1996
2778122,,,,9788811582236,,,
7842114,kotobarabia.com,60,,,,,
25777424,Smashwords.com,154,22,9781310353710,6,,2015
355182,drynwsh,96,,9789647865739,,,2005
1245608,Australia in Print,,,9780867770476,10,,1980
732562,Dover Publications,77,1,9780486223056,6,,1970
18187270,Blue Rider Press,304,17,,9,,2013
32880310,Joaquin Mortiz,206,,9786070724558,11,Edicion Booket,2014
13185742,d lHrm lltrth,193,,,,,
539477,Vintage,112,12,9780394741048,10,,1984
2454797,,,,9780876852347,,,
6377190,Louisiana State University Press,78,1,9780807134115,3,,2009
29363266,Coffee House Press,112,11,9781566894517,10,,2016
9756371,,,,9781101488171,,,
25254317,,,,,,,
1595955,Meritage Press,,1,9780970917942,1,,2005
25132457,,,,,,Pitt Poetry Series,
13000387,Mondadori,519,13,9788804354673,2,Oscar classici greci e latini,1992
7026502,lmw'ss@ l`rby@ lldrst wlnshr,1040,,,,,2002
6434658,Sixteen Rivers Press,96,2,9780976764281,4,,2009
22566350,chshmh,132,,,,,
2225797,Roof Books,76,15,9780937804148,6,,1984
7506880,Saturnalia Books,293,9,9780981859149,3,,2010
13236888,Wave Books,232,3,9781933517582,4,,2012
13236885,Coffee House Press,118,10,9781566893039,4,,2012
7878146,Black Radish Books,93,30,9780982573105,1,,2010
34335011,CreateSpace Independent Publishing Platform,142,4,9781542662956,4,,2017
948792,Mille et une nuits,95,,9782910233136,,,
18041776,Museum Tusculanum,99,,,,,2012
20792363,Createspace Independent Publishing Platform,106,7,9781491087619,2,,2014
56039,,,,9780960963034,,,
767313,Caedmon,,27,9780061124211,6,,2006
974563,Greenwillow Books,64,23,9780060515737,12,,2003
4704026,,,,9788573260182,,,
1077736,Farrar Straus Giroux,81,31,9780374177126,7,,1999
69545,Scribner Book Company,287,21,9780743203845,8,,2001
69541,Anchor Books,448,9,9780385495332,11,,1999
69543,,,,9780743299732,,,
29003177,Naxos AudioBooks on Brilliance Audio,,31,9781522634058,5,,2016
6391476,Archipelago Books,48,1,9780981955759,4,,2010
889962,Everyman,239,,9780460870672,,,1995
126979,,,,9789875505827,,,
18815225,,,,,,,
22228284,Brick Books,96,31,9781926829944,8,,2014
24891227,,,,,,,
883544,,86,,9780934953115,,,
450796,Sterling,48,1,9781402709265,9,,2004
450794,Thames & Hudson,,1,9780500270301,3,,2012
697439,,,,9780525459064,,,
315263,,100,,9780685324301,,,
18163346,Newton & Compton,100,,9788879837149,,,1994
17382989,Bramber Press,120,,9780952678601,3,,1996
78426,Hanging Loose Press,91,1,9781882413768,6,,2000
498711,HarperCollins,64,1,9780060218522,3,,1988
842022,Chronicle Books,64,20,9780811850568,4,,2006
32060168,,,,,,,
90894,University of California Press,179,28,9780520231122,9,,2001
18406209,Coffee House Press,168,1,9781566893497,4,,2014
319451,The Athlone Press,667,1,9780485120486,12,,1985
23297569,Il Mulino,248,,9788815240552,,Universale paperbacks Il Mulino,2012
1613824,,,,9780803722279,,,
643357,HMH Books for Young Readers,48,15,9780152268336,3,,1993
22747835,Candlewick Press,192,10,9780763673215,2,,2015
11904428,Signet Classics,,1,9780451503282,7,,1969
10858542,Copper Canyon Press,105,26,9781556593116,4,,2011
678856,"thrn, ntshrt nyl, bhr 1351",160,,,,chp nkhst,1972
13253157,Broadview Press Inc,980,12,9781554810734,1,Second Edition,2012
10651060,Futurepoem,128,15,9780982279854,4,,2011
12355399,Erato,121,,9789602290903,,,1997
16247575,Phoenicia Publishing,120,30,9780986690938,11,,2012
1258296,Sun and Moon Press,58,1,9781557132208,3,,1995
27158561,,,,,,,
17356507,Allen & Unwin Australia,304,1,9781741769067,11,,2009
23484700,Turkiye Is Bankasi Kultur Yayinlari,65,,9786053603320,,,2011
33016033,The Rattle Foundation,34,,9781931307338,,,2016
12252881,,174,,,,,
24411673,Cambridge University Press,268,,,,,1994
35503847,,,,,,,
17227753,palitra L,336,,9789941197536,,,2012
26169957,Sidekick Books,100,1,9781909560192,6,,2015
23468541,ARTUR,175,,9788087128725,,,2011
32726738,Macmillan,166,,,,,1919
29475780,Faber & Gwyer,,,,,,1927
28486680,Penguin Books,202,,9780143103974,,,2010
3832310,Palm Press,78,1,9780978926267,4,,2008
22910971,mnshwrt nzr qbny,628,1,,4,,2008
2189608,Random House,320,12,9781400061402,10,,2004
21814518,Write Bloody Publishing,279,10,9781938912474,12,,2014
482661,Penguin Classics,768,5,9780140422160,7,,1988
53492,HarperCollins,208,26,9780060540241,12,,2012
635623,Faber & Faber,143,1,9780571063840,12,,1986
25539446,Gallery Books,78,26,,8,,2013
12189593,Karin Cox,39,17,,7,1st edition,2011
7914611,Tammi,171,,9789513053574,,7. painos,1983
19216906,,,,,,,
403540,Music Sales Corporation,171,28,9780825613562,10,,1993
6265966,Greenwillow Books,40,21,9780060596781,9,,2004
6036466,,,,9789681685973,,,
29993459,Triquarterly,232,15,9780810134621,1,,2017
2227956,Kenning,45,,,,,2001
36274683,,,17,,9,,2017
1281978,Running Press,108,7,9781561380916,4,Miniature edition,1992
2005155,Carcanet Press Ltd.,126,1,9781857549225,4,,2008
2977758,Gallimard,,19,9782070339686,10,,2006
23198296,HarperCollins Publishers,679,,9780007590087,,,2014
95817,Random House Audio,64,18,9780553756616,3,,2003
3289921,Yapi Kredi Yayinlari,725,,9789750803376,5,,2014
9077071,Mondadori,905,,9788804521709,8,16,2004
36373098,LL-forlaget,,,9789170537134,9,,2014
8314758,WordSong,56,1,9781590788202,9,,2010
10725444,Black Ocean,64,18,9780984475216,1,,2011
5255937,University Of Akron Press,77,1,9781884836435,3,,1999
9606497,,,,9781440303098,,,
772298,Columbia University Press,757,1,9780231081221,6,,1995
16129288,Oneworld Publications,203,25,9781851689712,6,,2013
1622170,"Oxford University Press, USA",80,6,9780195326710,9,,2007
27276858,Michigan State University Press,114,1,9781611861969,1,,2016
3527421,,,,9780216898646,,,
31823123,self-published,15,,,,,2016
26046379,Vintage Classics,192,5,9781784871130,5,,2016
33955643,Anhinga Press,76,11,9711934695500,2,,2017
13592169,Holy Cow! Press,72,18,9780983325482,9,,2012
77903,Catedra,,,9788437605609,,,2005
4023141,Allen & Unwin Australia,214,1,9781741146561,8,,2006
17335461,Mansards,143,,9789984872575,,,2012
19571850,Rose Metal Press,96,1,9780988764552,3,First,2013
25035431,,,,,,,
7630544,HarperCollins,384,1,9780007317240,4,,2010
7630543,Albatros,84,,,,,1970
4650102,Bradbury Press,138,1,9780027478204,5,,1985
2062807,Tradewind Books,88,1,9781896580470,9,,2007
260707,,,,9780913130032,,,
30731323,Green Books,120,13,9798188582630,8,1,2013
7701560,Canarium Books,104,1,9780982237632,4,,2010
1678311,William Heinemann Ltd,114,,9780330262200,,First Ever Paperback Edition,1980
1346172,Potes & Poets Press,28,,9781893541191,,,1988
17858509,Companhia das Letras,200,,9788535920277,2,,2012
12732480,David R. Godine Publisher,181,31,9781567924428,1,,2012
9677069,,,,9788817173254,,,
323596,Southern Illinois University Press,80,11,9780809325702,3,,2004
1696221,Yale University Press,248,10,9780300001396,9,,1963
32949983,,439,,,,,
574980,Grey Fox Press,244,1,9780912516035,1,,2001
4161150,,,,9780897230186,,,
34393646,Locofo Chaps,30,24,,2,First,2017
2150355,Gold Leaf Press (WA),,1,9781882723034,7,,1993
6681248,New World Library,128,5,9781577316770,1,,2010
17803058,Where Are You Press,46,,,,,2013
12187615,Harbour Publishing,544,26,9781550175479,9,,2011
27964321,Flamme forlag,109,,9788282880817,,,2015
27252017,,,,,,,
17218400,Sibling Rivalry Press,88,14,9781937420352,2,,2013
6249904,,,,,,,
404564,"Farrar, Straus and Giroux",1248,30,9780374126179,6,,2003
105470,HighBridge Company,,4,9781565111417,12,,1995
18766413,Cascade Books,110,23,9781625642868,10,,2013
30052046,Neputns,152,,9789934512797,4,,2016
16050558,Doghouse Books,93,,9780957207325,9,,2012
24923637,,,,,,,
131955,,,,9789646188983,,,
131950,Knopf,64,28,9780679752790,6,,1994
3077910,Blue Wind Press,,7,9780912652672,6,,1980
31867527,Ecco,112,8,9780062668875,11,,2016
27839030,,30,,9789515236883,11,,2015
29564968,"Linangan sa Imahen, Retorika, at Anyo, Inc.",88,,9786219515832,,Ikalawang Edisyon,2016
283218,Gerald Duckworth & Company,,,9780715632628,,,
283215,Carcanet Press,132,28,9781903039373,1,,1999
17303790,dr lshrwq,130,,,,,2007
908393,Vintage Books,1293,12,9780394716619,7,,1976
791862,University of Pittsburgh Press,397,1,9780822937524,5,,1993
25132893,De Arbeiderspers,184,,9789029589734,,,2015
268723,Everyman's Library,256,14,9780375411267,11,,2000
659807,City Lights Foundation Books,96,1,9781931404013,1,,2003
11846324,Can Yayinlari,116,,,2,,2008
31111693,Bahati Books,,30,,1,,2016
6454595,Oberlin College Press,75,15,9780932440358,4,,2009
1919222,,112,,9783803131188,,,1996
17185398,Convicted Press,,1,9781301775392,1,,2013
2856684,Graywolf Press,69,1,9781555972516,1,,1996
448738,,,,9780670776122,,,
448739,Pleasure Boat Studio,118,1,9781929355242,1,,2005
969959,HarperCollins UK,192,1,9780007246496,2,,2007
8680115,Black Radish Books,,,,8,,2010
25895416,Granta Books,216,2,9781905881895,7,,2015
692920,Quale Press,67,1,9780974450360,3,,2006
692921,Wave Books,96,1,9780974635309,10,,2004
280469,"Oxford University Press, USA",384,1,9780195060850,12,,1989
31450906,Bloomsbury USA Childrens,320,13,9781681192758,6,,2017
8521364,Penguin Books,237,,0140186182906,,,1975
1736210,Faber  Faber,63,8,9780571092468,10,,2001
323620,Penguin Books,208,4,9780141182216,6,Penguin Classics,2009
11360143,FreeHand Books,104,1,9781551118512,9,,2010
18006438,Rosinante & co.,216,,9788763835787,,,1984
13459000,Gallo-Romano Media,,12,,12,,2011
10440011,Scribner,176,15,9781416589921,3,,2011
204298,Not Avail,,,9780590872119,,,
1407307,Ugly Duckling PR,120,1,9781933254180,1,,2006
35693670,Albert Bonniers Forlag,92,21,9789100171230,7,,2017
1021423,,,,9781404383609,,,
2225717,Ecco Press,624,5,9780060783952,2,,2008
32853024,NXB Kim Dong,104,,9786042081771,8,,2016
3112545,dr lbstny llnshr wltwzy`,112,,9789775383723,,,2005
757531,Picador,207,,9780330431842,,,2005
326132,LSU Press,148,1,9780807121238,10,,1996
326135,Random House,141,12,9780394505510,7,,1979
440528,Random House Value Publishing,350,12,9780517029596,12,,1988
13228206,University of Pittsburgh Press,96,26,9780822961796,2,,2012
13228207,University of Pittsburgh Press,96,1,9780822962014,2,,2012
13228205,University of Pittsburgh Press,144,28,9780822961833,1,,2012
32619225,,,,9781847808035,,,
30840107,,,,,,,
4458448,"Oxford University Press, USA",232,1,9780199536146,7,,2008
437321,Penguin Group(CA),,29,9780141016627,9,,2005
17472701,Cornell University Southeast Asia Program,98,21,9780877277606,2,,2013
2416122,Red Dragonfly Press,69,1,9781890193768,1,,2008
1224322,,,,9780973758610,,,
363776,frzn rwz,296,,,,,2006
363773,nshri myn,160,,,,,2009
305850,David R. Godine Publisher,221,9,9781574231861,3,,2005
7354831,Bilgi Yayinevi,176,,9789754943184,,,2001
4068562,ungovernable press,,12,,8,,2008
25627708,Another Tower,37,,,,,2013
21293478,,,,,,,
22237003,Schwartz & Wade,40,27,9780307979476,1,,2015
11811761,dr ljyl,208,,,,,2005
26617573,NXB Van Hoc,152,,,3,,2012
731906,Meadowbrook,126,1,9780689034619,7,,2013
5995042,Red Deer Press,98,1,9780889952157,4,,2000
25887683,,,,,,,
1263289,,,,9780933429086,,,
28514263,"Farrar, Straus and Giroux",,19,9780374714819,7,,2016
20609816,,,,,,,
3056851,Carcanet Press Ltd.,144,1,9780856463570,9,,2004
9485761,Wesleyan University Press,161,1,9780819569509,11,,2010
950528,Sangorski & Sutcliffe,,1,9781850771487,12,,1987
13603805,Mentor Classic,287,,,3,,1961
20675061,Walleah Press,62,17,9781877010392,2,,2014
187434,Signet Classics,295,1,9780451521286,9,,1963
5149591,Zhanet-45,72,,9789548642583,,,2008
24683087,Pocket Classiques,144,,9782266192712,,,1995
590478,University of Arizona Press,367,1,9780816513307,9,,1992
2321813,New Issues Press,64,1,9781930974746,4,,2008
861622,Gallimard,247,1,9782070409006,5,,1999
6852153,Not Avail,117,31,9780892550050,12,,1977
